word_id,english,russian,next_repetition_date,interval_hours,ease_factor,repetitions
1403750885,5% dearer,На 5% дороже,2025-10-03 16:15:19,12.0,2.5,0
2030523899,a 30-day bill of exchange,переводной вексель сроком на 30 дней,2025-10-03 16:15:19,12.0,2.5,0
1885139654,aarp,Американская ассоциация пенсионеров (American Association for Retired Persons),2025-10-03 16:15:19,12.0,2.5,0
1664521817,A back-end-loaded mutual fund charges fees when you sell your shares,Фонд с комиссией на выходе берет плату при продаже акций,2025-10-03 16:15:19,12.0,2.5,0
1090890360,a ballpark estimate,приблизительная оценка,2025-10-03 16:15:19,12.0,2.5,0
1575,abandon,"оставлять, покидать",2025-10-03 16:15:19,12.0,2.5,0
1884080053,abandonware,"выч. программное обеспечение, которое больше не поддерживается разработчиками",2025-10-03 16:15:19,12.0,2.5,0
1776602634,a barrage of,шквал,2025-10-03 16:15:19,12.0,2.5,0
1583,abate,ослабевать,2025-10-03 16:15:19,12.0,2.5,0
1594,abdicate,отрекаться(от престола); отказываться (от прав и т.п.); слагать полномочия; ~ion отречение,2025-10-03 16:15:19,12.0,2.5,0
1600,abduct,похитить,2025-10-03 16:15:19,12.0,2.5,0
1601,abduction,"похищение силой (обычно женщин и детей)/ абдукция, отведение (мышцы)",2025-10-03 16:15:19,12.0,2.5,0
1611,abet,"соучаствовать, пособничать; соучаствовать, пособничать",2025-10-03 16:15:19,12.0,2.5,0
1619,abide,подчиняться,2025-10-03 16:15:19,12.0,2.5,0
1620,abiding,неизменный ,2025-10-03 16:15:19,12.0,2.5,0
1453473280,A bird in the hand is worth two in the bush,синица в руке стоит двух в кустах,2025-10-03 16:15:19,12.0,2.5,0
1436727885,a bit of a,немного; в некоторой степени,2025-10-03 16:15:19,12.0,2.5,0
1931326795,a bit of a stretch,притянуто за уши,2025-10-03 16:15:19,12.0,2.5,0
1053643204,a bit of monkey wrench,что-то невообразимое,2025-10-03 16:15:19,12.0,2.5,0
1643,abolish,отменять,2025-10-03 16:15:19,12.0,2.5,0
46062,abolitionist,сторонник отмены (закона и т. п.),2025-10-03 16:15:19,12.0,2.5,0
1649,abomination,мерзость,2025-10-03 16:15:19,12.0,2.5,0
1657,abound,изобиловать,2025-10-03 16:15:19,12.0,2.5,0
1679,abrupt,внезапный,2025-10-03 16:15:19,12.0,2.5,0
59654,abruptly,внезапно,2025-10-03 16:15:19,12.0,2.5,0
2137471540,absent-minded,рассеянный,2025-10-03 16:15:19,12.0,2.5,0
1698,absolutely,безусловно,2025-10-03 16:15:19,12.0,2.5,0
1618314838,absorbedly,увлеченно,2025-10-03 16:15:19,12.0,2.5,0
1323103133,abstain from,воздержаться от,2025-10-03 16:15:19,12.0,2.5,0
1730,abundance,изобилие,2025-10-03 16:15:19,12.0,2.5,0
1732,abuse,оскорблять,2025-10-03 16:15:19,12.0,2.5,0
1735901393,abysmal,бездонный,2025-10-03 16:15:19,12.0,2.5,0
103174423,academic transcript,выписка с оценками,2025-10-03 16:15:19,12.0,2.5,0
18688198,A carrot and stick (approach),метод кнута и пряника,2025-10-03 16:15:19,12.0,2.5,0
1758,accentuate,делать ударение,2025-10-03 16:15:19,12.0,2.5,0
1762,acceptable,приемлемый,2025-10-03 16:15:19,12.0,2.5,0
1763,acceptance,"одобрение, признание",2025-10-03 16:15:19,12.0,2.5,0
1771,accessible,доступный,2025-10-03 16:15:19,12.0,2.5,0
1779,acclaim,заявлять,2025-10-03 16:15:19,12.0,2.5,0
125154,accolades,награды,2025-10-03 16:15:19,12.0,2.5,0
1790,accommodation,жилье,2025-10-03 16:15:19,12.0,2.5,0
1796,accompany,сопровождать,2025-10-03 16:15:19,12.0,2.5,0
1797,accomplice,сообщник,2025-10-03 16:15:19,12.0,2.5,0
1798,accomplish,Выполнять,2025-10-03 16:15:19,12.0,2.5,0
1805,accordingly,соответственно,2025-10-03 16:15:19,12.0,2.5,0
1778902410,accost him,пристать к нему,2025-10-03 16:15:19,12.0,2.5,0
1811,account,счёт,2025-10-03 16:15:19,12.0,2.5,0
1813,accountable,ответственный,2025-10-03 16:15:19,12.0,2.5,0
1815,accountant,бухгалтер,2025-10-03 16:15:19,12.0,2.5,0
1614906332,account for,"составлять долю, насчитывать; принимать во внимание; давать объяснение, отчитываться",2025-10-03 16:15:19,12.0,2.5,0
1777249746,account for something,объяснять причину чего-то,2025-10-03 16:15:19,12.0,2.5,0
1817,accounting,"бухгалтерия, бухгалтерский учёт",2025-10-03 16:15:19,12.0,2.5,0
475560,account statement,выписка с банковского лицевого счета клиента,2025-10-03 16:15:19,12.0,2.5,0
1823,accretion,прирост,2025-10-03 16:15:19,12.0,2.5,0
1824,accrue,накопляться,2025-10-03 16:15:19,12.0,2.5,0
1331806,accrued revenue,начисленный доход,2025-10-03 16:15:19,12.0,2.5,0
1831,accurately,точно,2025-10-03 16:15:19,12.0,2.5,0
1834,accusation,обвинение,2025-10-03 16:15:19,12.0,2.5,0
46076,accused,обвиняемый,2025-10-03 16:15:19,12.0,2.5,0
136051,accusingly,укоризненно,2025-10-03 16:15:19,12.0,2.5,0
1841,accustomed,привычный,2025-10-03 16:15:19,12.0,2.5,0
1541545999,ace of spades,пиковый туз,2025-10-03 16:15:19,12.0,2.5,0
46079,aching,жаждать,2025-10-03 16:15:19,12.0,2.5,0
1858,acid,кислота,2025-10-03 16:15:19,12.0,2.5,0
1873,acne,прыщи,2025-10-03 16:15:19,12.0,2.5,0
1132585805,acne pimples,прыщи на лице,2025-10-03 16:15:19,12.0,2.5,0
1900292860,"A couple hours, tops",Максимум на пару часов,2025-10-03 16:15:19,12.0,2.5,0
1881,acquaintance,знакомство,2025-10-03 16:15:19,12.0,2.5,0
1376842385,acquaint herself with products,знакомиться с продуктами,2025-10-03 16:15:19,12.0,2.5,0
1884,acquiesce,уступать; уступить; молча или неохотно соглашаться,2025-10-03 16:15:19,12.0,2.5,0
1887,acquire,приобретать,2025-10-03 16:15:19,12.0,2.5,0
1890,acquisition,приобретение,2025-10-03 16:15:19,12.0,2.5,0
244399,across the board,"в равной пропорции для всех, по всем направлениям",2025-10-03 16:15:19,12.0,2.5,0
1923,actual,"фактический, реальный, действующий",2025-10-03 16:15:19,12.0,2.5,0
1926,actually,на самом деле,2025-10-03 16:15:19,12.0,2.5,0
1328338209,Actuarial analysis shows the pension fund is underfunded,"Актуарный (статистический, оценочный) анализ показывает, что пенсионный фонд недофинансирован",2025-10-03 16:15:19,12.0,2.5,0
231897,act up,барахлить,2025-10-03 16:15:19,12.0,2.5,0
1933,acute,острый,2025-10-03 16:15:19,12.0,2.5,0
1656928166,adamantly,категорически; непреклонно,2025-10-03 16:15:19,12.0,2.5,0
1943,adapt,адаптироваться,2025-10-03 16:15:19,12.0,2.5,0
1947643411,a dash of,чуть-чуть чего-то,2025-10-03 16:15:19,12.0,2.5,0
1955,addition,дополнение; сложение,2025-10-03 16:15:19,12.0,2.5,0
58266,additionally,кроме того,2025-10-03 16:15:19,12.0,2.5,0
1958,addle,запутывать,2025-10-03 16:15:19,12.0,2.5,0
49534,addressable,доступный,2025-10-03 16:15:19,12.0,2.5,0
1770669223,Addressable Market,Целевой Рынок,2025-10-03 16:15:19,12.0,2.5,0
1344230,Address book,директория,2025-10-03 16:15:19,12.0,2.5,0
2702793,add to list,добавлять в список,2025-10-03 16:15:19,12.0,2.5,0
103174424,a degree programme,учебная программа,2025-10-03 16:15:19,12.0,2.5,0
1975,adhere,придерживаться,2025-10-03 16:15:19,12.0,2.5,0
70443,adheres,присоединяется,2025-10-03 16:15:19,12.0,2.5,0
1979,adhesion,сцепление,2025-10-03 16:15:19,12.0,2.5,0
1980,adhesive,клейкий,2025-10-03 16:15:19,12.0,2.5,0
1261336181,ad hoc,для этого случая,2025-10-03 16:15:19,12.0,2.5,0
1031102116,ad-hoc,для этого случая,2025-10-03 16:15:19,12.0,2.5,0
2088291747,a diamond in the rough,нечто со скрытыми хорошими качествами,2025-10-03 16:15:19,12.0,2.5,0
2002,adjust,приводить в порядок,2025-10-03 16:15:19,12.0,2.5,0
238837,ad-libbed,"сымпровизировано, без подготовки, экспромтом",2025-10-03 16:15:19,12.0,2.5,0
621110,administrative expenses,административные расходы,2025-10-03 16:15:19,12.0,2.5,0
2021,admirable,достойный,2025-10-03 16:15:19,12.0,2.5,0
59180,admirably,Превосходно,2025-10-03 16:15:19,12.0,2.5,0
2025,admire,восхищаться,2025-10-03 16:15:19,12.0,2.5,0
2026,admirer,поклонник,2025-10-03 16:15:19,12.0,2.5,0
1504174562,admiringly,с восхищением,2025-10-03 16:15:19,12.0,2.5,0
2029,admit,признавать; соглашаться,2025-10-03 16:15:19,12.0,2.5,0
2042,adopt,принимать,2025-10-03 16:15:19,12.0,2.5,0
2067794648,adulation,низкопоклонство; чрезмерное восхищение,2025-10-03 16:15:19,12.0,2.5,0
46095,adulterous,"изменяющий, неверный",2025-10-03 16:15:19,12.0,2.5,0
2077,advent,прибытие,2025-10-03 16:15:19,12.0,2.5,0
1756611553,adversarial,состязательный,2025-10-03 16:15:19,12.0,2.5,0
2087,adverse,враждебный,2025-10-03 16:15:19,12.0,2.5,0
53610,adversely,неблагоприятно,2025-10-03 16:15:19,12.0,2.5,0
2088,adversity,несчастья,2025-10-03 16:15:19,12.0,2.5,0
2051577172,advertising puff,рекламная пыль,2025-10-03 16:15:19,12.0,2.5,0
2097,advisable,благоразумный,2025-10-03 16:15:19,12.0,2.5,0
2113,aerial,воздушный,2025-10-03 16:15:19,12.0,2.5,0
1701184571,afaik,сокр. от As Far As I Know насколько мне известно (стандартная фраза в электронной почте),2025-10-03 16:15:19,12.0,2.5,0
2155,Afar,издалека,2025-10-03 16:15:19,12.0,2.5,0
53074,affairs,дела,2025-10-03 16:15:19,12.0,2.5,0
2159,affect,оказывать воздействие,2025-10-03 16:15:19,12.0,2.5,0
2162,affection,привязанность,2025-10-03 16:15:19,12.0,2.5,0
2168,affidavit,юр. письменное показание под присягой,2025-10-03 16:15:19,12.0,2.5,0
56061,affiliated,входящий в состав,2025-10-03 16:15:19,12.0,2.5,0
2173,affinity,близость,2025-10-03 16:15:19,12.0,2.5,0
2177,affix,прикреплять,2025-10-03 16:15:19,12.0,2.5,0
2184,affluent,богатый,2025-10-03 16:15:19,12.0,2.5,0
2194,affront,оскорблять,2025-10-03 16:15:19,12.0,2.5,0
2202,afoot,в движении,2025-10-03 16:15:19,12.0,2.5,0
46049,aforementioned,вышеупомянутый,2025-10-03 16:15:19,12.0,2.5,0
1596123519,a freak of nature,ошибка природы,2025-10-03 16:15:19,12.0,2.5,0
1735648856,"After losing his job, he learned how cold the floor can be","Потеряв работу, он узнал, каким холодным может быть пол",2025-10-03 16:15:19,12.0,2.5,0
2229,aftermath,последствия,2025-10-03 16:15:19,12.0,2.5,0
28571348,after sight,после предъявления,2025-10-03 16:15:19,12.0,2.5,0
1702864797,"After the long negotiations, I felt like my threads were stripped",После долгих переговоров я чувствовал себя полностью вымотанным,2025-10-03 16:15:19,12.0,2.5,0
1102580107,"After the scandal, the investor turned off the tap",После скандала инвестор перекрыл кран,2025-10-03 16:15:19,12.0,2.5,0
1821399684,"After trying our new menu, we trust you will experience similar satisfaction as our regular customer","Мы надеемся, что, попробовав наше новое меню, вы испытаете такое же удовлетворение, как и наш постоянный клиент",2025-10-03 16:15:19,12.0,2.5,0
54875,afterward,впоследствии,2025-10-03 16:15:19,12.0,2.5,0
1770203682,against all odds,"вопреки всему, несмотря ни на что",2025-10-03 16:15:19,12.0,2.5,0
2078774203,against this backdrop,на этом фоне,2025-10-03 16:15:19,12.0,2.5,0
2249,ageless,нестареющий,2025-10-03 16:15:19,12.0,2.5,0
2252,agenda,повестка дня; программа,2025-10-03 16:15:19,12.0,2.5,0
2263,aggravate,раздражать,2025-10-03 16:15:19,12.0,2.5,0
2269,aggressive,"решительный, энергичный, (не только агрессивный)",2025-10-03 16:15:19,12.0,2.5,0
2273,aghast,ошеломленный,2025-10-03 16:15:19,12.0,2.5,0
2274,agile,проворный,2025-10-03 16:15:19,12.0,2.5,0
4000686,agile software development,гибкая разработка программного обеспечения,2025-10-03 16:15:19,12.0,2.5,0
2277,aging,старение,2025-10-03 16:15:19,12.0,2.5,0
2281,agitated,Взволнованный,2025-10-03 16:15:19,12.0,2.5,0
2282,agitation,тревога,2025-10-03 16:15:19,12.0,2.5,0
2297,agonizing,мучительный,2025-10-03 16:15:19,12.0,2.5,0
1783148902,"A great relationship is not only finding the person you have fun with, but also finding the person you want to be bored with because The beauty of long-term relationships is often hidden in boring, ordinary moments","Отличные отношения заключаются не только в том, чтобы найти человека, с которым вам весело, но и в том, чтобы найти того, с кем вам будет не скучно даже в рутинные моменты. Красота долгосрочных отношений часто скрыта в скучных, обыденных моментах.",2025-10-03 16:15:19,12.0,2.5,0
371353,a heart of gold,Золотое сердце,2025-10-03 16:15:19,12.0,2.5,0
1511930466,A heated argument ensued after his remark,После его замечания разгорелся жаркий спор,2025-10-03 16:15:19,12.0,2.5,0
1454017318,A heated debate ensued after the controversial decision,После этого спорного решения разгорелись жаркие дебаты,2025-10-03 16:15:19,12.0,2.5,0
1191207893,a heck of,2) во мн. числе - очень больше количество,2025-10-03 16:15:19,12.0,2.5,0
1943084169,a hint of,намек на...,2025-10-03 16:15:19,12.0,2.5,0
1195657877,a hive of activity,Центр активной деятельности,2025-10-03 16:15:19,12.0,2.5,0
2162945,a hot potato,щекотливая тема,2025-10-03 16:15:19,12.0,2.5,0
2344,ailment,Недомогание; Недомогание,2025-10-03 16:15:19,12.0,2.5,0
1248010343,air ball,бросок мимо,2025-10-03 16:15:19,12.0,2.5,0
1758028409,air of confidence,дух уверенности,2025-10-03 16:15:19,12.0,2.5,0
2440,airy,просторный,2025-10-03 16:15:19,12.0,2.5,0
2441,aisle,проход,2025-10-03 16:15:19,12.0,2.5,0
2446,akin,Похожий,2025-10-03 16:15:19,12.0,2.5,0
91106,alarmingly,тревожно,2025-10-03 16:15:19,12.0,2.5,0
2456,alas,"увы, но жаль, an expression o grief,pity, or concern",2025-10-03 16:15:19,12.0,2.5,0
2459,albeit,хотя; хотя,2025-10-03 16:15:19,12.0,2.5,0
2502,alias,прозвище,2025-10-03 16:15:19,12.0,2.5,0
2510,alienate,"отчуждать, отвращать; охлаждать чувства, заставлять людей отвернуться друг от друга",2025-10-03 16:15:19,12.0,2.5,0
1042457,alight from,высаживаться,2025-10-03 16:15:19,12.0,2.5,0
2520,alignment,выравнивание,2025-10-03 16:15:19,12.0,2.5,0
2521,alike,одинаково,2025-10-03 16:15:19,12.0,2.5,0
1432529755,all but,почти,2025-10-03 16:15:19,12.0,2.5,0
2566,allege,утверждать безосновательно; Утверждать,2025-10-03 16:15:19,12.0,2.5,0
122220,allegedly,якобы,2025-10-03 16:15:19,12.0,2.5,0
2575,alleviate,"облегчать, смягчать",2025-10-03 16:15:19,12.0,2.5,0
174067,all in all,"в итоге, в конечном счёте",2025-10-03 16:15:19,12.0,2.5,0
2584,allocate,распределять,2025-10-03 16:15:19,12.0,2.5,0
2592,allot,выделять,2025-10-03 16:15:19,12.0,2.5,0
1950573227,All our efforts came to nought,Все наши усилия ни к чему не привели,2025-10-03 19:06:57,2.5,2.5,1
2597,allowance,разрешение,2025-10-03 16:15:19,12.0,2.5,0
1992592903,all-purposes photocopier,универсальный копировальный аппарат (МФУ),2025-10-03 16:15:19,12.0,2.5,0
1005422852,all this is done and dusted ,все сделано и закончено,2025-10-03 16:15:19,12.0,2.5,0
2602,allude,упоминать,2025-10-03 16:15:19,12.0,2.5,0
2603,allure,очарование,2025-10-03 16:15:19,12.0,2.5,0
2605,alluring,соблазнительный,2025-10-03 16:15:19,12.0,2.5,0
2612,ally,союзник,2025-10-03 16:15:19,12.0,2.5,0
2628,Aloft,в воздухе; ввысь,2025-10-03 16:15:19,12.0,2.5,0
